id,item_id,description,item_reference,locations,total_on_hand,total_expected,total_ordered,total_allocated,total_available,created_at,updated_at 
9345,P009345,Monitored 4thgeneration attitude,idJ62548w,"[9699, 9438, 26688, 34470, 12378, 11901, 28613, 28620, 24684, 9977, 32066, 32034]",228,0,13,0,215,2021-10-02 07:43:12,2023-08-29 05:14:33
9346,P009346,Function-based modular database,KMa34100M,"[9726, 24146, 16242]",101,0,51,27,23,1976-11-03 09:40:37,2015-09-25 05:45:12
9347,P009347,Profit-focused user-facing productivity,nRg41697S,"[23417, 13974, 13931, 23792, 23790, 4325, 16936, 11130, 18536, 18471, 3816, 22223, 21858]",266,0,0,94,172,1978-02-28 03:30:14,2020-12-28 01:44:08
9348,P009348,Organic demand-driven core,Uzx78301b,"[18900, 22498, 26506, 4803, 4898, 31935, 20332, 26774, 24386]",208,0,51,98,59,1975-09-10 16:05:40,2010-07-17 22:39:40
9349,P009349,Sharable next generation help-desk,WAZ97471L,"[14001, 14037, 15010, 14944, 12905, 19662, 21849, 25021]",189,0,120,117,-48,2002-11-30 02:05:06,2020-02-21 02:28:51
9350,P009350,Front-line high-level methodology,RPT95525x,"[31498, 31660, 31813, 30351, 29989, 29715, 19017, 15250, 23724, 23704, 8650]",234,0,0,64,170,2016-04-20 06:52:10,2019-10-03 19:03:15
9351,P009351,Implemented homogeneous circuit,VzH91910v,"[5467, 11277, 15192, 13346, 23492, 12890, 95, 128, 11330, 25565, 25639]",232,0,0,37,195,2020-03-05 08:46:12,2021-10-12 23:20:32
9352,P009352,Mandatory non-volatile task-force,JKG34090o,"[23259, 34092, 27640, 27903, 25285]",114,0,0,23,91,2004-08-03 05:48:14,2018-05-23 00:29:43
9353,P009353,Programmable multimedia customer loyalty,twS79314f,"[11879, 11954, 16747, 16761, 752, 8862]",96,0,25,0,71,1980-03-03 18:38:18,2013-04-26 11:06:01
9354,P009354,Pre-emptive contextually-based function,RSy81855T,"[15573, 15576, 23452, 11465]",75,0,53,44,-22,2016-08-12 23:43:18,2022-09-09 06:04:30
9355,P009355,Right-sized tertiary moderator,lwT44572q,"[4166, 9379, 22094, 22014, 24066, 25989, 17526, 33731, 13506, 27199, 27309, 17983, 29665, 31242, 30802, 1743, 2380, 2468]",370,0,69,0,301,1978-01-04 15:35:47,2021-08-19 05:11:27
9356,P009356,Horizontal intermediate software,Hdw26022N,"[7667, 22233, 4908]",71,0,72,50,-51,2010-05-06 23:42:48,2015-11-03 00:11:12
9357,P009357,Cross-platform zero-defect firmware,hpz30010F,"[10748, 15233, 22107, 21943, 28712, 30587, 28641, 25, 6513, 6699, 19174, 19351, 18655, 19048, 19929, 20222]",300,0,58,8,234,2019-03-27 14:42:12,2022-05-27 05:03:34
9358,P009358,Profound dedicated migration,AeH74012C,"[32048, 32060, 34430, 15898, 15440, 14793, 5263, 28750, 28205, 7117, 7283, 15129, 15062]",211,0,57,13,141,2004-12-15 02:08:53,2008-09-17 23:14:45
9359,P009359,Multi-tiered multi-state hierarchy,YWW51606U,"[31706, 34368, 3415, 9085, 8339, 32710, 32727]",133,0,0,31,102,1978-02-21 23:21:47,1996-08-05 05:42:38
9360,P009360,Progressive 4thgeneration array,DKQ11686q,"[18485, 29693, 8000, 23852, 26325, 34441, 20977, 12577]",282,0,19,0,263,2017-03-09 17:50:43,2021-03-06 17:58:12
9361,P009361,Team-oriented coherent matrices,gXT17872f,"[5834, 5936, 1498, 7613, 11813, 13984, 6405, 2856, 3500, 33825]",238,0,45,27,166,1998-09-21 04:44:43,2014-11-10 15:31:39
9362,P009362,Fundamental bifurcated implementation,Ohx88337m,"[22975, 31555, 9234, 15626, 33912, 34369, 13476, 1481]",213,0,132,111,-30,1998-04-28 11:06:01,2002-06-01 10:52:15
9363,P009363,Cross-group zero tolerance focus group,maj25205H,"[25718, 19297, 21993, 20514, 20400, 23607, 26510, 26658, 25589]",196,0,48,0,148,2017-01-30 18:47:52,2018-10-05 05:36:34
9364,P009364,Monitored explicit support,dfD43692K,"[3123, 1413, 1971, 22213, 22311, 16755, 32433, 32644, 22078, 21919, 32846, 20589]",173,0,0,115,58,2013-03-29 18:43:55,2014-04-29 01:30:00
9365,P009365,Streamlined empowering structure,TEG00302W,"[15346, 15241, 4857, 6213, 6363, 1314, 1572, 22654, 22582, 9678]",233,0,28,27,178,1976-10-04 03:55:38,2006-03-05 09:37:20
9366,P009366,Fully-configurable next generation collaboration,ADe39871A,"[24042, 13866, 8002, 9317, 5214, 5103, 20459, 14870, 16483, 7511, 7670, 16758, 31813, 771, 1132, 8339]",326,0,18,91,217,1973-05-19 15:52:58,1996-08-08 18:44:34
9367,P009367,Multi-layered eco-centric orchestration,bSY16326k,"[15294, 22687, 22796, 4869, 25028, 24931, 6484, 25786, 5555]",210,0,24,131,55,2019-07-10 01:09:19,2023-04-15 14:58:19
9368,P009368,Object-based next generation structure,PYj43173l,"[34423, 23641, 23679, 1102, 27459, 3567, 3816, 13431]",83,0,72,72,-61,1989-11-20 01:07:43,2007-01-31 05:42:20
9369,P009369,Reactive methodical Local Area Network,lKe06940e,"[22524, 19370, 13534, 14179, 14244, 33896, 23786]",165,0,33,15,117,1998-09-19 14:05:08,2018-04-18 07:07:01
9370,P009370,Ergonomic didactic solution,phk55360l,"[3668, 11844, 5411, 5367, 32378, 14479, 26225, 7331, 16374, 23481, 23451, 19664, 20025]",238,0,87,119,32,2017-08-23 00:27:54,2024-05-30 04:10:31
9371,P009371,Networked didactic customer loyalty,tAn60423x,"[5228, 5034, 28834, 8608, 12442, 12258, 29159, 19364, 19297]",163,0,16,33,114,2000-06-21 03:44:01,2006-05-26 10:08:54
9372,P009372,Devolved responsive hierarchy,zuQ74197r,"[33530, 1802, 33748, 8049, 9807, 33060, 11737, 13953]",248,0,49,1,198,2024-05-01 14:47:15,2024-06-03 21:01:28
9373,P009373,Total zero tolerance infrastructure,RED43343E,"[10343, 17630, 17138, 7068, 11671, 22068, 21934, 2394, 13105, 12627, 22225, 22192, 26720, 14854, 14976]",248,0,0,0,248,2021-12-11 15:49:59,2023-12-30 09:23:34
9374,P009374,Switchable high-level access,VPJ63558J,"[1760, 8235, 19295, 19919, 19970, 19336, 19527, 8585, 8698, 7839, 7602, 5207]",209,0,38,74,97,1975-10-01 13:01:22,2014-05-29 00:43:42
9375,P009375,Optional solution-oriented time-frame,NqD64669j,"[34244, 18616, 25732, 25840]",110,0,53,62,-5,1999-04-26 11:50:09,2011-05-05 20:00:08
9376,P009376,Re-contextualized global array,Fud65333Y,"[24905, 14676, 15044, 16612, 16510, 234, 13316, 19128, 26848, 32505, 15022, 14890]",244,0,27,51,166,1991-04-27 06:39:02,2009-07-07 09:56:22
9377,P009377,Upgradable actuating architecture,HSY67596B,"[3146, 2861, 28610, 28552, 10477, 2095, 32463, 32710, 21884, 33828, 3920]",197,0,51,31,115,1988-01-30 10:06:21,2021-12-20 00:12:34
9378,P009378,Team-oriented empowering hardware,BBs38936b,"[7783, 19218, 5406, 4988, 18990, 18976, 14641, 14653, 30459, 29937, 11940]",100,0,0,103,-3,1993-07-17 00:46:56,2021-07-04 18:57:23
9379,P009379,Profound leadingedge extranet,PRU61500y,"[18148, 18264, 4423, 4518, 8026, 8159, 30182, 12485]",225,0,13,48,164,2022-04-07 04:01:42,2024-01-24 14:42:19
9380,P009380,Digitized maximized portal,XoR77740B,"[33492, 25825, 4825, 4841, 9937, 9566, 11296, 11438, 26043, 546, 669]",176,0,218,154,-196,2022-05-24 23:12:43,2022-08-09 13:11:12
9381,P009381,Diverse zero-defect migration,Npq41709g,"[30378, 29033, 29480, 21241, 31058, 27131, 12004]",195,0,101,47,47,1987-09-19 22:43:20,1998-01-22 07:54:07
9382,P009382,Proactive next generation open system,ByS23210j,"[11824, 11458, 25801, 16842, 22745, 14244, 22435, 22576, 27796, 27352, 11993, 12152, 25548, 5245]",281,0,21,114,146,2012-06-23 14:50:15,2024-06-20 20:19:58
9383,P009383,Self-enabling human-resource help-desk,muX47003I,"[4304, 8068, 16118, 20289, 20286, 18417, 18539, 23259, 12726, 19962, 19911]",204,0,0,25,179,2003-05-03 10:16:46,2022-04-03 22:32:49
9384,P009384,Multi-tiered didactic installation,HMt54401G,"[9324, 13950, 13968, 8882, 9038, 32326, 32729, 25798, 10494, 32667]",123,0,42,105,-24,1995-04-30 11:38:30,2010-05-16 02:42:52
9385,P009385,Operative context-sensitive groupware,LEs76619I,"[25710, 5862, 16859, 16922, 13747, 19644]",126,0,108,89,-71,2008-10-13 13:16:25,2022-09-09 07:20:01
9386,P009386,Seamless bottom-line definition,mfZ47160V,"[25779, 8016, 27626, 9036, 12581, 1007, 33538, 33027, 13465, 28996, 29305, 12439, 12532]",278,0,3,60,215,1974-07-10 17:16:28,2001-03-25 00:22:59
9387,P009387,Synergistic local middleware,ZPQ67924a,"[26863, 15776, 15652, 20451, 11646, 11643, 7548, 30420, 13844]",220,0,87,25,108,1998-02-09 15:39:35,2024-08-12 08:27:56
9388,P009388,Adaptive explicit service-desk,YDh55680m,"[7572, 17613, 32550, 32096, 16391, 26452, 31112, 30499, 8708]",147,0,55,28,64,1970-03-16 05:24:43,2002-08-19 10:29:52
9389,P009389,Devolved holistic hub,PBR77498f,"[22410, 21919, 22330, 22859, 22855, 28247, 9617]",84,0,8,80,-4,2014-07-03 19:21:33,2024-07-01 10:05:06
9390,P009390,Team-oriented modular access,JTU37349S,"[419, 13414, 6898, 18797, 18843]",65,0,10,78,-23,2008-01-24 21:49:15,2024-07-29 03:33:16
9391,P009391,Fundamental optimizing concept,Fql88036P,"[22241, 7611, 7631, 27544, 27436, 15929, 23792, 23669, 11353, 117, 9293, 28720, 29639, 15174, 15359]",207,0,21,112,74,1992-05-23 12:36:46,1993-05-23 07:09:26
9392,P009392,Managed multi-state frame,NQS24415L,"[22649, 22763, 1412, 3316, 3205, 3416, 11575, 8882, 30286, 29586, 17876, 17738, 26236, 3654]",296,0,23,14,259,1978-04-30 02:53:49,1986-06-04 02:18:38
9393,P009393,Centralized directional encryption,uhu65329g,"[29691, 29860, 19192, 27346, 27278, 22938, 8022, 7438]",166,0,64,16,86,2005-12-27 07:05:05,2014-11-09 07:31:43
9394,P009394,Innovative 6thgeneration concept,iiQ89090N,"[29836, 29973, 15345, 15318, 15310, 16442, 16433, 18261, 18466, 18447]",132,0,1,14,117,1992-03-15 06:05:15,1993-05-31 19:21:10
9395,P009395,Synergized interactive capability,vuU64013X,[7277],35,0,131,0,-96,2007-08-28 18:39:30,2015-03-30 05:54:09
9396,P009396,Ameliorated methodical access,CEL07360L,"[22153, 33834, 34463, 5753, 6340, 18594, 31583, 5501, 14976, 14752]",176,0,26,56,94,2016-08-03 13:46:57,2018-03-09 13:02:10
9397,P009397,Compatible web-enabled algorithm,VxV14377C,"[21578, 23693, 23677, 25228, 24836, 20658, 20698, 8226]",141,0,47,0,94,1992-03-07 04:38:17,2023-12-27 11:30:08
9398,P009398,Mandatory mobile workforce,stm05281E,"[24232, 24383, 8257, 7230, 6950, 30297, 32710, 22474, 10600, 32757, 9316, 33908, 25878, 3062, 25073]",366,0,10,28,328,2013-04-22 00:24:28,2014-04-22 15:23:39
9399,P009399,Stand-alone needs-based ability,LuQ20231q,"[5106, 30616, 17112, 13414, 5751, 11508, 19529, 3291, 19228, 19370]",161,0,44,52,65,2010-01-10 06:59:01,2016-09-07 20:55:11
9400,P009400,Balanced eco-centric architecture,rvG39406B,"[25480, 145, 15639, 15771, 10685, 10414]",78,0,23,77,-22,2000-05-31 02:19:13,2023-02-11 00:33:06
9401,P009401,Cross-group scalable architecture,izU33008h,"[28572, 19816, 25610, 1492, 1407, 13412, 23762, 3037, 16303, 16406]",198,0,0,44,154,1994-07-29 19:53:35,2013-01-24 12:42:21
9402,P009402,Extended secondary analyzer,ycp14723c,"[14642, 14109, 7569, 7381, 4204, 11316, 11385, 32292, 16820, 16811, 26996, 23125, 2389, 2648]",253,0,0,18,235,1983-06-17 23:25:37,1985-01-29 04:20:30
9403,P009403,Progressive non-volatile archive,yXT19577D,"[13339, 13555, 10667, 11127, 33377, 25744, 26580, 26589, 22232, 22154, 8131, 6632, 13563, 13561]",183,0,0,49,134,2017-07-03 12:21:21,2020-07-16 07:02:58
9404,P009404,Stand-alone executive moratorium,eaD70230z,"[20755, 13508, 13371, 5704, 6049, 9359, 9148, 9716, 10176, 32137]",216,0,39,48,129,1993-11-01 23:41:14,2000-07-14 12:52:54
9405,P009405,Synergized high-level utilization,Vpq21756Z,"[18425, 4029, 977, 10595, 11167, 20766, 103, 94, 19435, 19337, 3704, 3906]",194,0,20,21,153,1990-02-22 07:21:13,2022-01-06 07:26:52
9406,P009406,Compatible user-facing workforce,zlZ49818Z,"[16933, 29721, 30043, 25668, 25796, 16253, 31536, 31454, 20565, 20617, 20140, 24541, 24345]",247,0,44,50,153,1996-10-18 23:52:36,2015-10-31 20:46:49
9407,P009407,Cross-platform demand-driven productivity,xfq38057g,"[34098, 6066, 5767, 27040, 26714, 4524, 4600, 4908, 25834]",152,0,0,97,55,1970-05-02 10:47:59,2019-05-21 11:43:37
9408,P009408,Integrated asynchronous hub,Qze74791R,"[30530, 18737, 18864, 19173, 29465, 29265, 33605, 5462, 25671, 25739, 9604, 6572, 14230, 7670]",296,0,93,0,203,1971-02-07 20:48:34,2001-04-03 08:09:03
9409,P009409,Operative fault-tolerant adapter,TSQ79469I,"[602, 1084, 520, 840, 17574, 17659, 19289, 19585, 246, 25795, 25816, 22459]",217,0,51,158,8,2014-05-12 11:52:22,2018-04-27 19:10:09
9410,P009410,Right-sized content-based hierarchy,kdC50756n,"[33583, 33214, 6840, 7117, 4247, 6578, 18226, 4885, 34415, 15072, 15119, 7094]",224,0,48,0,176,2017-07-03 19:55:37,2022-10-01 16:15:27
9411,P009411,Horizontal web-enabled emulation,ell04910E,"[19740, 24134, 18581, 25633, 8873, 14967, 14645, 15724]",165,0,53,0,112,1970-12-10 00:30:57,2013-02-26 18:04:22
9412,P009412,Inverse user-facing orchestration,RaL92548b,"[24292, 24276, 25683, 13417, 18273, 10125, 9698, 12447, 26535]",163,0,47,27,89,2021-01-29 23:39:01,2023-04-03 21:06:01
9413,P009413,Ameliorated interactive product,vqf84312g,"[3389, 3129, 34121, 32599, 32654, 26048, 33751, 4731, 4382, 3640, 186, 32526, 10977]",264,0,98,65,101,2020-07-28 08:12:17,2024-08-20 20:43:10
9414,P009414,Decentralized 3rdgeneration strategy,nyI66475t,"[25449, 28484, 28420, 26592, 23693, 25367, 25153, 26781]",109,0,34,0,75,2006-05-23 19:33:21,2012-10-28 03:28:05
9415,P009415,Synergized clear-thinking methodology,yQv45749M,"[2097, 8426, 25488, 17880, 23661, 23619, 15318, 18183, 15144, 31409, 14738, 14652]",229,0,18,0,211,2012-11-28 18:24:27,2018-11-19 19:47:58
9416,P009416,Inverse incremental hub,uil52941C,"[2259, 1471, 26553, 26468, 14689, 27045, 27065, 29383, 20252, 20863, 21073, 19677, 20136, 23975, 23946, 21246]",349,0,96,24,229,2006-09-16 09:02:28,2018-04-21 12:12:19
9417,P009417,Versatile system-worthy info-mediaries,gmX08243n,"[19687, 28732, 28258, 26668, 17322, 24126, 21585, 21346, 29049, 15340, 15203]",201,0,0,4,197,1983-11-04 01:11:13,2001-08-22 03:44:45
9418,P009418,Realigned neutral attitude,qzW61950g,"[28264, 5802, 26947, 10370, 23666]",140,0,28,71,41,2010-03-15 11:50:08,2013-03-21 01:41:52
9419,P009419,Enterprise-wide intangible standardization,rky25426T,"[1731, 1347, 10658, 25706, 16982, 19269, 19094, 22033, 5850, 5837, 16738, 16879, 14971]",327,0,74,52,201,1999-04-08 16:54:51,2008-07-18 02:55:19
9420,P009420,Ergonomic non-volatile focus group,JaS08654M,"[33768, 33792, 34350, 24324, 5812, 34414, 34155, 5430, 5026]",151,0,29,30,92,1982-09-08 23:58:41,2017-06-13 09:39:21
9421,P009421,Integrated even-keeled conglomeration,JCD88877X,"[13640, 24048, 23951, 13495, 20852, 30132, 3858, 11468, 11360]",161,0,60,68,33,1989-09-09 06:07:54,2012-11-29 00:36:53
9422,P009422,Down-sized bandwidth-monitored solution,OgO33360C,"[5089, 16126, 12445, 34384, 32716, 5477, 18687, 11932]",197,0,99,44,54,2008-01-25 18:30:02,2011-12-25 16:18:57
9423,P009423,Function-based directional matrix,DaG71758Q,"[28151, 28727, 13570, 13494, 23307, 10680, 25616, 13756, 4935, 10, 22, 9, 16040, 15565, 25914]",317,0,67,126,124,1995-01-11 14:32:59,2004-06-17 07:31:42
9424,P009424,Fundamental coherent superstructure,qzr91252v,"[30674, 31432, 18659, 19044, 22813, 33914, 4641, 4053]",175,0,121,0,54,2008-07-30 00:34:55,2010-10-31 18:35:04
9425,P009425,Switchable 3rdgeneration superstructure,LLJ56703e,"[14611, 15355, 15259, 33176, 5679, 19524, 16161, 16134, 6980, 20425, 19867, 21805, 11269, 29298, 65, 250, 223, 182]",184,0,110,0,74,2024-09-04 16:57:07,2024-09-05 13:53:10
9426,P009426,Synergistic user-facing hierarchy,mPH52040J,"[26644, 26634, 2338, 4282, 5648, 8964, 8921]",163,0,98,33,32,2001-05-18 04:43:42,2009-07-21 22:58:59
9427,P009427,Secured client-driven archive,xtU67005o,"[33924, 26845, 26566, 28936, 6747, 6536, 15108, 2137]",144,0,165,18,-39,2020-07-26 00:34:32,2020-08-31 05:32:54
9428,P009428,Proactive maximized middleware,azH93494r,"[18465, 12382, 32297, 32617, 14662, 15872]",104,0,16,0,88,2018-02-14 06:57:47,2020-09-14 20:06:45
9429,P009429,Future-proofed 4thgeneration Internet solution,JIT82510A,"[121, 18624, 25972, 26098, 4012, 3747, 16769, 14930, 14618, 14405]",152,0,64,31,57,1979-12-18 02:49:48,1993-03-08 17:56:52
9430,P009430,Object-based fresh-thinking application,ZUd45683j,"[9325, 29175, 29076, 10197, 11004, 2881, 3051]",147,0,0,0,147,1987-01-12 09:14:17,2014-07-18 03:31:50
9431,P009431,Multi-lateral foreground Graphical User Interface,YHh84605l,"[23867, 24335, 15048, 5733, 5518, 29830, 30235, 15287, 28875, 1546, 8801, 18436, 18598, 30037, 1122]",208,0,0,63,145,1971-02-12 03:10:01,2013-02-07 01:49:05
9432,P009432,Mandatory cohesive complexity,Owu88501N,"[19271, 7510, 7748, 4284, 13135, 33895, 11811, 23433]",171,0,101,50,20,2008-01-14 01:28:17,2020-04-21 00:54:46
9433,P009433,Visionary intangible system engine,MLV26460c,"[15325, 17957, 18103, 26538, 20164, 15332, 31029]",136,0,6,50,80,1971-07-26 08:05:53,2023-07-05 23:34:53
9434,P009434,Inverse mobile model,XJu55958B,"[8267, 25406, 11452, 12620, 9315]",106,0,0,150,-44,1974-08-02 15:41:46,2006-06-05 07:59:07
9435,P009435,Team-oriented fault-tolerant synergy,Zwa25598g,"[18997, 18687, 8225, 34376, 6931, 7181, 14512, 2491, 2400, 4368, 6718, 16453, 21956, 5296, 8486, 26286]",293,0,0,46,247,1970-12-31 20:39:00,2023-12-22 08:53:11
9436,P009436,Devolved systematic pricing structure,nUK12328K,"[20288, 20361, 18016, 4832, 525, 7523, 24305]",212,0,70,129,13,2005-12-27 11:05:33,2010-11-04 06:08:44
9437,P009437,Cross-group intermediate instruction set,kew98189E,"[16311, 11742, 32860, 33273, 3361, 18768, 16507, 16631, 31089, 9766, 10136, 9569]",328,0,64,63,201,1988-06-08 17:29:53,2016-04-02 14:38:51
9438,P009438,Profound client-driven adapter,EFd78812H,"[25785, 1368, 14146, 14177, 17790, 17783, 1159, 1142, 11088, 866, 668, 11503, 11353, 17863, 18019, 8125, 16694, 16640]",238,0,77,25,136,1989-02-20 14:15:25,2002-06-04 11:21:41
9439,P009439,Quality-focused next generation customer loyalty,rvD87938M,"[22410, 19392, 19193, 9716, 30648, 18559, 1310, 11682, 34392]",234,0,47,11,176,2022-06-29 11:08:52,2023-01-12 05:34:34
9440,P009440,Cross-platform background Internet solution,jZR45014b,"[21267, 13396, 26924, 26785, 12304, 11477, 11495]",184,0,56,75,53,2017-09-06 20:59:29,2023-05-16 21:35:34
9441,P009441,Horizontal regional secured line,gMH10519X,"[8155, 8153, 18391, 27768, 19668, 22958, 16516, 16261, 6363, 24183]",135,0,94,30,11,2000-02-08 07:36:45,2015-04-17 04:54:16
9442,P009442,De-engineered logistical circuit,eau29569i,"[25677, 6618, 31598, 31958, 31179, 27459, 14853]",215,0,43,87,85,1997-12-21 23:49:59,2021-03-28 15:44:29
9443,P009443,Optimized user-facing paradigm,OTm18528Y,"[32658, 9349, 9197, 18653, 18794, 29373, 10249, 11350, 11418, 26169, 26678, 26413]",281,0,132,60,89,1993-03-27 23:28:00,2002-01-18 09:12:59
9444,P009444,Horizontal exuding service-desk,ZMj08090J,"[18551, 25729, 16749, 20812, 28230, 28201, 18802, 14455, 14495, 11722, 20421, 4520]",186,0,177,38,-29,2017-11-25 14:22:08,2018-11-06 10:59:00
9445,P009445,Face-to-face high-level application,azE21851I,"[13690, 22906, 25259, 24824, 20623, 20332]",111,0,75,7,29,2020-06-12 21:47:40,2023-06-07 12:53:26
9446,P009446,Adaptive dedicated methodology,GjB44517p,"[17771, 22383, 22185, 697, 5211, 5470, 22857, 13501, 13553, 25846, 25713]",218,0,18,0,200,1977-09-26 20:30:53,1993-04-07 12:10:18
9447,P009447,Enterprise-wide hybrid middleware,JxC34590r,"[1715, 11660, 17526, 22132, 15236, 2193, 16089, 32083]",223,0,13,36,174,1986-09-29 08:04:14,2022-02-27 00:23:20
9448,P009448,Managed grid-enabled workforce,POG14057l,"[27626, 5145, 14644, 16871, 16794, 34030, 21453, 13425, 13529]",137,0,41,38,58,1990-03-11 03:16:50,2022-03-12 07:01:15
9449,P009449,Exclusive intermediate complexity,pOJ32415B,"[4190, 14825, 34380]",112,0,2,181,-71,1987-01-22 14:26:15,1990-11-19 06:08:53
9450,P009450,Synergistic even-keeled architecture,bft53703h,"[25661, 4331, 31949, 31898, 21795, 25838, 25718, 2278, 2319, 24098, 24499]",159,0,39,4,116,2015-04-23 06:00:49,2021-03-29 01:52:37
9451,P009451,Balanced responsive function,aJn89958u,"[26574, 22343, 14145, 30665, 7580, 13453, 15050, 14906, 11844, 26871]",185,0,0,125,60,1976-03-25 01:22:08,2003-04-06 08:45:42
9452,P009452,Secured analyzing intranet,rpF44573h,"[16736, 16703, 22914, 279, 30070, 30209, 16929, 4555, 4398, 6282, 4063, 6777, 6549]",340,0,64,0,276,2007-07-08 12:20:01,2010-07-24 15:38:22
9453,P009453,Inverse leadingedge service-desk,yib87961Q,"[16462, 29490, 21922, 22082, 8968, 8629, 18633]",117,0,0,18,99,1971-01-02 11:41:45,2010-11-10 03:21:43
9454,P009454,Grass-roots human-resource concept,HMT37524U,"[21581, 27899, 6659, 7201, 12940, 31903, 31748, 17756, 15111]",181,0,39,0,142,2000-02-06 02:12:21,2010-05-16 13:06:35
9455,P009455,Front-line 24/7 secured line,nuW12907f,"[14030, 224, 145, 25434, 32410, 8377, 8392, 13311, 16432]",224,0,66,27,131,1976-07-03 13:50:06,1993-03-09 09:46:34
9456,P009456,User-friendly upward-trending array,koM94116Q,"[15368, 15235, 10259, 9665, 31999, 31867, 21840, 21607, 12007, 172, 97, 2545]",143,0,1,10,132,2007-03-18 14:07:40,2015-12-03 22:20:16
9457,P009457,Vision-oriented system-worthy policy,HpF21541a,"[23812, 4904, 4905, 33999, 33981, 32465, 8475, 8303, 8295, 994, 803]",197,0,49,0,148,1972-06-26 21:04:52,1984-04-26 04:41:17
